,PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked
447,448,1,1,male,34.0,26.55,Southhampton
448,449,1,3,female,5.0,19.2583,Cherbourg
449,450,1,1,male,52.0,30.5,Southhampton
450,451,0,2,male,36.0,27.75,Southhampton
451,452,0,3,male,,19.9667,Southhampton
452,453,0,1,male,30.0,27.75,Cherbourg
453,454,1,1,male,49.0,89.1042,Cherbourg
454,455,0,3,male,,8.05,Southhampton
455,456,1,3,male,29.0,7.8958,Cherbourg
456,457,0,1,male,65.0,26.55,Southhampton
457,458,1,1,female,,51.8625,Southhampton
458,459,1,2,female,50.0,10.5,Southhampton
459,460,0,3,male,,7.75,Queenstown
460,461,1,1,male,48.0,26.55,Southhampton
461,462,0,3,male,34.0,8.05,Southhampton
462,463,0,1,male,47.0,38.5,Southhampton
463,464,0,2,male,48.0,13.0,Southhampton
464,465,0,3,male,,8.05,Southhampton
465,466,0,3,male,38.0,7.05,Southhampton
466,467,0,2,male,,0.0,Southhampton
467,468,0,1,male,56.0,26.55,Southhampton
468,469,0,3,male,,7.725,Queenstown
469,470,1,3,female,0.75,19.2583,Cherbourg
470,471,0,3,male,,7.25,Southhampton
471,472,0,3,male,38.0,8.6625,Southhampton
472,473,1,2,female,33.0,27.75,Southhampton
473,474,1,2,female,23.0,13.7917,Cherbourg
474,475,0,3,female,22.0,9.8375,Southhampton
475,476,0,1,male,,52.0,Southhampton
476,477,0,2,male,34.0,21.0,Southhampton
477,478,0,3,male,29.0,7.0458,Southhampton
478,479,0,3,male,22.0,7.5208,Southhampton
479,480,1,3,female,2.0,12.2875,Southhampton
480,481,0,3,male,9.0,46.9,Southhampton
481,482,0,2,male,,0.0,Southhampton
482,483,0,3,male,50.0,8.05,Southhampton
483,484,1,3,female,63.0,9.5875,Southhampton
484,485,1,1,male,25.0,91.0792,Cherbourg
485,486,0,3,female,,25.4667,Southhampton
486,487,1,1,female,35.0,90.0,Southhampton
487,488,0,1,male,58.0,29.7,Cherbourg
488,489,0,3,male,30.0,8.05,Southhampton
489,490,1,3,male,9.0,15.9,Southhampton
490,491,0,3,male,,19.9667,Southhampton
491,492,0,3,male,21.0,7.25,Southhampton
492,493,0,1,male,55.0,30.5,Southhampton
493,494,0,1,male,71.0,49.5042,Cherbourg
494,495,0,3,male,21.0,8.05,Southhampton
495,496,0,3,male,,14.4583,Cherbourg
496,497,1,1,female,54.0,78.2667,Cherbourg
497,498,0,3,male,,15.1,Southhampton
498,499,0,1,female,25.0,151.55,Southhampton
499,500,0,3,male,24.0,7.7958,Southhampton
500,501,0,3,male,17.0,8.6625,Southhampton
501,502,0,3,female,21.0,7.75,Queenstown
502,503,0,3,female,,7.6292,Queenstown
503,504,0,3,female,37.0,9.5875,Southhampton
504,505,1,1,female,16.0,86.5,Southhampton
505,506,0,1,male,18.0,108.9,Cherbourg
506,507,1,2,female,33.0,26.0,Southhampton
507,508,1,1,male,,26.55,Southhampton
508,509,0,3,male,28.0,22.525,Southhampton
509,510,1,3,male,26.0,56.4958,Southhampton
510,511,1,3,male,29.0,7.75,Queenstown
511,512,0,3,male,,8.05,Southhampton
512,513,1,1,male,36.0,26.2875,Southhampton
513,514,1,1,female,54.0,59.4,Cherbourg
514,515,0,3,male,24.0,7.4958,Southhampton
515,516,0,1,male,47.0,34.0208,Southhampton
516,517,1,2,female,34.0,10.5,Southhampton
517,518,0,3,male,,24.15,Queenstown
518,519,1,2,female,36.0,26.0,Southhampton
519,520,0,3,male,32.0,7.8958,Southhampton
520,521,1,1,female,30.0,93.5,Southhampton
521,522,0,3,male,22.0,7.8958,Southhampton
522,523,0,3,male,,7.225,Cherbourg
523,524,1,1,female,44.0,57.9792,Cherbourg
524,525,0,3,male,,7.2292,Cherbourg
525,526,0,3,male,40.5,7.75,Queenstown
526,527,1,2,female,50.0,10.5,Southhampton
527,528,0,1,male,,221.7792,Southhampton
528,529,0,3,male,39.0,7.925,Southhampton
529,530,0,2,male,23.0,11.5,Southhampton
530,531,1,2,female,2.0,26.0,Southhampton
531,532,0,3,male,,7.2292,Cherbourg
532,533,0,3,male,17.0,7.2292,Cherbourg
533,534,1,3,female,,22.3583,Cherbourg
534,535,0,3,female,30.0,8.6625,Southhampton
535,536,1,2,female,7.0,26.25,Southhampton
536,537,0,1,male,45.0,26.55,Southhampton
537,538,1,1,female,30.0,106.425,Cherbourg
538,539,0,3,male,,14.5,Southhampton
539,540,1,1,female,22.0,49.5,Cherbourg
540,541,1,1,female,36.0,71.0,Southhampton
541,542,0,3,female,9.0,31.275,Southhampton
542,543,0,3,female,11.0,31.275,Southhampton
543,544,1,2,male,32.0,26.0,Southhampton
544,545,0,1,male,50.0,106.425,Cherbourg
545,546,0,1,male,64.0,26.0,Southhampton
546,547,1,2,female,19.0,26.0,Southhampton
547,548,1,2,male,,13.8625,Cherbourg
548,549,0,3,male,33.0,20.525,Southhampton
549,550,1,2,male,8.0,36.75,Southhampton
550,551,1,1,male,17.0,110.8833,Cherbourg
551,552,0,2,male,27.0,26.0,Southhampton
552,553,0,3,male,,7.8292,Queenstown
553,554,1,3,male,22.0,7.225,Cherbourg
554,555,1,3,female,22.0,7.775,Southhampton
555,556,0,1,male,62.0,26.55,Southhampton
556,557,1,1,female,48.0,39.6,Cherbourg
557,558,0,1,male,,227.525,Cherbourg
558,559,1,1,female,39.0,79.65,Southhampton
559,560,1,3,female,36.0,17.4,Southhampton
560,561,0,3,male,,7.75,Queenstown
561,562,0,3,male,40.0,7.8958,Southhampton
562,563,0,2,male,28.0,13.5,Southhampton
563,564,0,3,male,,8.05,Southhampton
564,565,0,3,female,,8.05,Southhampton
565,566,0,3,male,24.0,24.15,Southhampton
566,567,0,3,male,19.0,7.8958,Southhampton
567,568,0,3,female,29.0,21.075,Southhampton
568,569,0,3,male,,7.2292,Cherbourg
569,570,1,3,male,32.0,7.8542,Southhampton
570,571,1,2,male,62.0,10.5,Southhampton
571,572,1,1,female,53.0,51.4792,Southhampton
572,573,1,1,male,36.0,26.3875,Southhampton
573,574,1,3,female,,7.75,Queenstown
574,575,0,3,male,16.0,8.05,Southhampton
575,576,0,3,male,19.0,14.5,Southhampton
576,577,1,2,female,34.0,13.0,Southhampton
577,578,1,1,female,39.0,55.9,Southhampton
578,579,0,3,female,,14.4583,Cherbourg
579,580,1,3,male,32.0,7.925,Southhampton
580,581,1,2,female,25.0,30.0,Southhampton
581,582,1,1,female,39.0,110.8833,Cherbourg
582,583,0,2,male,54.0,26.0,Southhampton
583,584,0,1,male,36.0,40.125,Cherbourg
584,585,0,3,male,,8.7125,Cherbourg
585,586,1,1,female,18.0,79.65,Southhampton
586,587,0,2,male,47.0,15.0,Southhampton
587,588,1,1,male,60.0,79.2,Cherbourg
588,589,0,3,male,22.0,8.05,Southhampton
589,590,0,3,male,,8.05,Southhampton
590,591,0,3,male,35.0,7.125,Southhampton
591,592,1,1,female,52.0,78.2667,Cherbourg
592,593,0,3,male,47.0,7.25,Southhampton
593,594,0,3,female,,7.75,Queenstown
594,595,0,2,male,37.0,26.0,Southhampton
595,596,0,3,male,36.0,24.15,Southhampton
596,597,1,2,female,,33.0,Southhampton
597,598,0,3,male,49.0,0.0,Southhampton
598,599,0,3,male,,7.225,Cherbourg
599,600,1,1,male,49.0,56.9292,Cherbourg
600,601,1,2,female,24.0,27.0,Southhampton
601,602,0,3,male,,7.8958,Southhampton
602,603,0,1,male,,42.4,Southhampton
603,604,0,3,male,44.0,8.05,Southhampton
604,605,1,1,male,35.0,26.55,Cherbourg
605,606,0,3,male,36.0,15.55,Southhampton
606,607,0,3,male,30.0,7.8958,Southhampton
607,608,1,1,male,27.0,30.5,Southhampton
608,609,1,2,female,22.0,41.5792,Cherbourg
609,610,1,1,female,40.0,153.4625,Southhampton
610,611,0,3,female,39.0,31.275,Southhampton
611,612,0,3,male,,7.05,Southhampton
612,613,1,3,female,,15.5,Queenstown
613,614,0,3,male,,7.75,Queenstown
614,615,0,3,male,35.0,8.05,Southhampton
615,616,1,2,female,24.0,65.0,Southhampton
616,617,0,3,male,34.0,14.4,Southhampton
617,618,0,3,female,26.0,16.1,Southhampton
618,619,1,2,female,4.0,39.0,Southhampton
619,620,0,2,male,26.0,10.5,Southhampton
620,621,0,3,male,27.0,14.4542,Cherbourg
621,622,1,1,male,42.0,52.5542,Southhampton
622,623,1,3,male,20.0,15.7417,Cherbourg
623,624,0,3,male,21.0,7.8542,Southhampton
624,625,0,3,male,21.0,16.1,Southhampton
625,626,0,1,male,61.0,32.3208,Southhampton
626,627,0,2,male,57.0,12.35,Queenstown
627,628,1,1,female,21.0,77.9583,Southhampton
628,629,0,3,male,26.0,7.8958,Southhampton
629,630,0,3,male,,7.7333,Queenstown
630,631,1,1,male,80.0,30.0,Southhampton
631,632,0,3,male,51.0,7.0542,Southhampton
632,633,1,1,male,32.0,30.5,Cherbourg
633,634,0,1,male,,0.0,Southhampton
634,635,0,3,female,9.0,27.9,Southhampton
635,636,1,2,female,28.0,13.0,Southhampton
636,637,0,3,male,32.0,7.925,Southhampton
637,638,0,2,male,31.0,26.25,Southhampton
638,639,0,3,female,41.0,39.6875,Southhampton
639,640,0,3,male,,16.1,Southhampton
640,641,0,3,male,20.0,7.8542,Southhampton
641,642,1,1,female,24.0,69.3,Cherbourg
642,643,0,3,female,2.0,27.9,Southhampton
643,644,1,3,male,,56.4958,Southhampton
644,645,1,3,female,0.75,19.2583,Cherbourg
645,646,1,1,male,48.0,76.7292,Cherbourg
646,647,0,3,male,19.0,7.8958,Southhampton
647,648,1,1,male,56.0,35.5,Cherbourg
648,649,0,3,male,,7.55,Southhampton
649,650,1,3,female,23.0,7.55,Southhampton
650,651,0,3,male,,7.8958,Southhampton
651,652,1,2,female,18.0,23.0,Southhampton
652,653,0,3,male,21.0,8.4333,Southhampton
653,654,1,3,female,,7.8292,Queenstown
654,655,0,3,female,18.0,6.75,Queenstown
655,656,0,2,male,24.0,73.5,Southhampton
656,657,0,3,male,,7.8958,Southhampton
657,658,0,3,female,32.0,15.5,Queenstown
658,659,0,2,male,23.0,13.0,Southhampton
659,660,0,1,male,58.0,113.275,Cherbourg
660,661,1,1,male,50.0,133.65,Southhampton
661,662,0,3,male,40.0,7.225,Cherbourg
662,663,0,1,male,47.0,25.5875,Southhampton
663,664,0,3,male,36.0,7.4958,Southhampton
664,665,1,3,male,20.0,7.925,Southhampton
665,666,0,2,male,32.0,73.5,Southhampton
666,667,0,2,male,25.0,13.0,Southhampton
667,668,0,3,male,,7.775,Southhampton
668,669,0,3,male,43.0,8.05,Southhampton
669,670,1,1,female,,52.0,Southhampton
670,671,1,2,female,40.0,39.0,Southhampton
671,672,0,1,male,31.0,52.0,Southhampton
672,673,0,2,male,70.0,10.5,Southhampton
673,674,1,2,male,31.0,13.0,Southhampton
674,675,0,2,male,,0.0,Southhampton
675,676,0,3,male,18.0,7.775,Southhampton
676,677,0,3,male,24.5,8.05,Southhampton
677,678,1,3,female,18.0,9.8417,Southhampton
678,679,0,3,female,43.0,46.9,Southhampton
679,680,1,1,male,36.0,512.3292,Cherbourg
680,681,0,3,female,,8.1375,Queenstown
681,682,1,1,male,27.0,76.7292,Cherbourg
682,683,0,3,male,20.0,9.225,Southhampton
683,684,0,3,male,14.0,46.9,Southhampton
684,685,0,2,male,60.0,39.0,Southhampton
685,686,0,2,male,25.0,41.5792,Cherbourg
686,687,0,3,male,14.0,39.6875,Southhampton
687,688,0,3,male,19.0,10.1708,Southhampton
688,689,0,3,male,18.0,7.7958,Southhampton
689,690,1,1,female,15.0,211.3375,Southhampton
690,691,1,1,male,31.0,57.0,Southhampton
691,692,1,3,female,4.0,13.4167,Cherbourg
692,693,1,3,male,,56.4958,Southhampton
693,694,0,3,male,25.0,7.225,Cherbourg
694,695,0,1,male,60.0,26.55,Southhampton
695,696,0,2,male,52.0,13.5,Southhampton
696,697,0,3,male,44.0,8.05,Southhampton
697,698,1,3,female,,7.7333,Queenstown
698,699,0,1,male,49.0,110.8833,Cherbourg
699,700,0,3,male,42.0,7.65,Southhampton
700,701,1,1,female,18.0,227.525,Cherbourg
701,702,1,1,male,35.0,26.2875,Southhampton
702,703,0,3,female,18.0,14.4542,Cherbourg
703,704,0,3,male,25.0,7.7417,Queenstown
704,705,0,3,male,26.0,7.8542,Southhampton
705,706,0,2,male,39.0,26.0,Southhampton
706,707,1,2,female,45.0,13.5,Southhampton
707,708,1,1,male,42.0,26.2875,Southhampton
708,709,1,1,female,22.0,151.55,Southhampton
709,710,1,3,male,,15.2458,Cherbourg
710,711,1,1,female,24.0,49.5042,Cherbourg
711,712,0,1,male,,26.55,Southhampton
712,713,1,1,male,48.0,52.0,Southhampton
713,714,0,3,male,29.0,9.4833,Southhampton
714,715,0,2,male,52.0,13.0,Southhampton
715,716,0,3,male,19.0,7.65,Southhampton
716,717,1,1,female,38.0,227.525,Cherbourg
717,718,1,2,female,27.0,10.5,Southhampton
718,719,0,3,male,,15.5,Queenstown
719,720,0,3,male,33.0,7.775,Southhampton
720,721,1,2,female,6.0,33.0,Southhampton
721,722,0,3,male,17.0,7.0542,Southhampton
722,723,0,2,male,34.0,13.0,Southhampton
723,724,0,2,male,50.0,13.0,Southhampton
724,725,1,1,male,27.0,53.1,Southhampton
725,726,0,3,male,20.0,8.6625,Southhampton
726,727,1,2,female,30.0,21.0,Southhampton
727,728,1,3,female,,7.7375,Queenstown
728,729,0,2,male,25.0,26.0,Southhampton
729,730,0,3,female,25.0,7.925,Southhampton
730,731,1,1,female,29.0,211.3375,Southhampton
731,732,0,3,male,11.0,18.7875,Cherbourg
732,733,0,2,male,,0.0,Southhampton
733,734,0,2,male,23.0,13.0,Southhampton
734,735,0,2,male,23.0,13.0,Southhampton
735,736,0,3,male,28.5,16.1,Southhampton
736,737,0,3,female,48.0,34.375,Southhampton
737,738,1,1,male,35.0,512.3292,Cherbourg
738,739,0,3,male,,7.8958,Southhampton
739,740,0,3,male,,7.8958,Southhampton
740,741,1,1,male,,30.0,Southhampton
741,742,0,1,male,36.0,78.85,Southhampton
742,743,1,1,female,21.0,262.375,Cherbourg
743,744,0,3,male,24.0,16.1,Southhampton
744,745,1,3,male,31.0,7.925,Southhampton
745,746,0,1,male,70.0,71.0,Southhampton
746,747,0,3,male,16.0,20.25,Southhampton
747,748,1,2,female,30.0,13.0,Southhampton
748,749,0,1,male,19.0,53.1,Southhampton
749,750,0,3,male,31.0,7.75,Queenstown
750,751,1,2,female,4.0,23.0,Southhampton
751,752,1,3,male,6.0,12.475,Southhampton
752,753,0,3,male,33.0,9.5,Southhampton
753,754,0,3,male,23.0,7.8958,Southhampton
754,755,1,2,female,48.0,65.0,Southhampton
755,756,1,2,male,0.67,14.5,Southhampton
756,757,0,3,male,28.0,7.7958,Southhampton
757,758,0,2,male,18.0,11.5,Southhampton
758,759,0,3,male,34.0,8.05,Southhampton
759,760,1,1,female,33.0,86.5,Southhampton
760,761,0,3,male,,14.5,Southhampton
761,762,0,3,male,41.0,7.125,Southhampton
762,763,1,3,male,20.0,7.2292,Cherbourg
763,764,1,1,female,36.0,120.0,Southhampton
764,765,0,3,male,16.0,7.775,Southhampton
765,766,1,1,female,51.0,77.9583,Southhampton
766,767,0,1,male,,39.6,Cherbourg
767,768,0,3,female,30.5,7.75,Queenstown
768,769,0,3,male,,24.15,Queenstown
769,770,0,3,male,32.0,8.3625,Southhampton
770,771,0,3,male,24.0,9.5,Southhampton
771,772,0,3,male,48.0,7.8542,Southhampton
772,773,0,2,female,57.0,10.5,Southhampton
773,774,0,3,male,,7.225,Cherbourg
774,775,1,2,female,54.0,23.0,Southhampton
775,776,0,3,male,18.0,7.75,Southhampton
776,777,0,3,male,,7.75,Queenstown
777,778,1,3,female,5.0,12.475,Southhampton
778,779,0,3,male,,7.7375,Queenstown
779,780,1,1,female,43.0,211.3375,Southhampton
780,781,1,3,female,13.0,7.2292,Cherbourg
781,782,1,1,female,17.0,57.0,Southhampton
782,783,0,1,male,29.0,30.0,Southhampton
783,784,0,3,male,,23.45,Southhampton
784,785,0,3,male,25.0,7.05,Southhampton
785,786,0,3,male,25.0,7.25,Southhampton
786,787,1,3,female,18.0,7.4958,Southhampton
787,788,0,3,male,8.0,29.125,Queenstown
788,789,1,3,male,1.0,20.575,Southhampton
789,790,0,1,male,46.0,79.2,Cherbourg
790,791,0,3,male,,7.75,Queenstown
791,792,0,2,male,16.0,26.0,Southhampton
792,793,0,3,female,,69.55,Southhampton
793,794,0,1,male,,30.6958,Cherbourg
794,795,0,3,male,25.0,7.8958,Southhampton
795,796,0,2,male,39.0,13.0,Southhampton
796,797,1,1,female,49.0,25.9292,Southhampton
797,798,1,3,female,31.0,8.6833,Southhampton
798,799,0,3,male,30.0,7.2292,Cherbourg
799,800,0,3,female,30.0,24.15,Southhampton
800,801,0,2,male,34.0,13.0,Southhampton
801,802,1,2,female,31.0,26.25,Southhampton
802,803,1,1,male,11.0,120.0,Southhampton
803,804,1,3,male,0.42,8.5167,Cherbourg
804,805,1,3,male,27.0,6.975,Southhampton
805,806,0,3,male,31.0,7.775,Southhampton
806,807,0,1,male,39.0,0.0,Southhampton
807,808,0,3,female,18.0,7.775,Southhampton
808,809,0,2,male,39.0,13.0,Southhampton
809,810,1,1,female,33.0,53.1,Southhampton
810,811,0,3,male,26.0,7.8875,Southhampton
811,812,0,3,male,39.0,24.15,Southhampton
812,813,0,2,male,35.0,10.5,Southhampton
813,814,0,3,female,6.0,31.275,Southhampton
814,815,0,3,male,30.5,8.05,Southhampton
815,816,0,1,male,,0.0,Southhampton
816,817,0,3,female,23.0,7.925,Southhampton
817,818,0,2,male,31.0,37.0042,Cherbourg
818,819,0,3,male,43.0,6.45,Southhampton
819,820,0,3,male,10.0,27.9,Southhampton
820,821,1,1,female,52.0,93.5,Southhampton
821,822,1,3,male,27.0,8.6625,Southhampton
822,823,0,1,male,38.0,0.0,Southhampton
823,824,1,3,female,27.0,12.475,Southhampton
824,825,0,3,male,2.0,39.6875,Southhampton
825,826,0,3,male,,6.95,Queenstown
826,827,0,3,male,,56.4958,Southhampton
827,828,1,2,male,1.0,37.0042,Cherbourg
828,829,1,3,male,,7.75,Queenstown
829,830,1,1,female,62.0,80.0,
830,831,1,3,female,15.0,14.4542,Cherbourg
831,832,1,2,male,0.83,18.75,Southhampton
832,833,0,3,male,,7.2292,Cherbourg
833,834,0,3,male,23.0,7.8542,Southhampton
834,835,0,3,male,18.0,8.3,Southhampton
835,836,1,1,female,39.0,83.1583,Cherbourg
836,837,0,3,male,21.0,8.6625,Southhampton
837,838,0,3,male,,8.05,Southhampton
838,839,1,3,male,32.0,56.4958,Southhampton
839,840,1,1,male,,29.7,Cherbourg
840,841,0,3,male,20.0,7.925,Southhampton
841,842,0,2,male,16.0,10.5,Southhampton
842,843,1,1,female,30.0,31.0,Cherbourg
843,844,0,3,male,34.5,6.4375,Cherbourg
844,845,0,3,male,17.0,8.6625,Southhampton
845,846,0,3,male,42.0,7.55,Southhampton
846,847,0,3,male,,69.55,Southhampton
847,848,0,3,male,35.0,7.8958,Cherbourg
848,849,0,2,male,28.0,33.0,Southhampton
849,850,1,1,female,,89.1042,Cherbourg
850,851,0,3,male,4.0,31.275,Southhampton
851,852,0,3,male,74.0,7.775,Southhampton
852,853,0,3,female,9.0,15.2458,Cherbourg
853,854,1,1,female,16.0,39.4,Southhampton
854,855,0,2,female,44.0,26.0,Southhampton
855,856,1,3,female,18.0,9.35,Southhampton
856,857,1,1,female,45.0,164.8667,Southhampton
857,858,1,1,male,51.0,26.55,Southhampton
858,859,1,3,female,24.0,19.2583,Cherbourg
859,860,0,3,male,,7.2292,Cherbourg
860,861,0,3,male,41.0,14.1083,Southhampton
861,862,0,2,male,21.0,11.5,Southhampton
862,863,1,1,female,48.0,25.9292,Southhampton
863,864,0,3,female,,69.55,Southhampton
864,865,0,2,male,24.0,13.0,Southhampton
865,866,1,2,female,42.0,13.0,Southhampton
866,867,1,2,female,27.0,13.8583,Cherbourg
867,868,0,1,male,31.0,50.4958,Southhampton
868,869,0,3,male,,9.5,Southhampton
869,870,1,3,male,4.0,11.1333,Southhampton
870,871,0,3,male,26.0,7.8958,Southhampton
871,872,1,1,female,47.0,52.5542,Southhampton
872,873,0,1,male,33.0,5.0,Southhampton
873,874,0,3,male,47.0,9.0,Southhampton
874,875,1,2,female,28.0,24.0,Cherbourg
875,876,1,3,female,15.0,7.225,Cherbourg
876,877,0,3,male,20.0,9.8458,Southhampton
877,878,0,3,male,19.0,7.8958,Southhampton
878,879,0,3,male,,7.8958,Southhampton
879,880,1,1,female,56.0,83.1583,Cherbourg
880,881,1,2,female,25.0,26.0,Southhampton
881,882,0,3,male,33.0,7.8958,Southhampton
882,883,0,3,female,22.0,10.5167,Southhampton
883,884,0,2,male,28.0,10.5,Southhampton
884,885,0,3,male,25.0,7.05,Southhampton
885,886,0,3,female,39.0,29.125,Queenstown
886,887,0,2,male,27.0,13.0,Southhampton
887,888,1,1,female,19.0,30.0,Southhampton
888,889,0,3,female,,23.45,Southhampton
889,890,1,1,male,26.0,30.0,Cherbourg
890,891,0,3,male,32.0,7.75,Queenstown
